,location,total_sqft,bath,price,bhk,encoded_loc
6179,Hegde Nagar,1718.0,3,119.0,3,94
6180,other,650.0,1,20.0,2,230
6181,Banashankari,1330.0,2,77.0,2,26
6182,Hormavu,1200.0,2,68.0,2,100
6183,Bannerghatta Road,1693.0,3,89.0,3,34
6184,Thanisandra,1800.0,4,125.0,3,209
6185,Margondanahalli,900.0,2,55.0,2,162
6186,NGR Layout,1020.0,2,46.0,2,167
6187,Amruthahalli,1700.0,3,77.0,3,14
6188,Panathur,661.0,1,40.0,1,180
6189,Bannerghatta Road,1280.0,2,60.16,2,34
6190,Hosur Road,1170.0,2,48.0,2,104
6191,Thanisandra,933.0,2,58.0,1,209
6192,Sarjapur  Road,1150.0,2,44.0,2,194
6193,Banjara Layout,1050.0,2,64.8,2,32
6194,other,1080.0,2,37.8,2,230
6195,Harlur,1303.0,2,90.0,2,91
6196,Raja Rajeshwari Nagar,1196.0,2,40.54,2,184
6197,Nagarbhavi,2500.0,3,180.0,5,169
6198,Sarjapur  Road,1200.0,4,95.0,5,194
6199,Bommanahalli,1250.0,3,41.0,3,47
6200,Akshaya Nagar,1419.0,2,87.0,3,11
6201,Banashankari,1200.0,2,49.0,2,26
6202,7th Phase JP Nagar,1120.0,2,65.0,2,6
6203,Electronics City Phase 1,1140.0,1,45.4,1,76
6204,Electronics City Phase 1,1245.0,2,75.0,2,76
6205,Channasandra,1093.0,2,34.0,2,56
6206,Hebbal,1345.0,2,97.0,2,92
6207,other,1500.0,2,45.0,2,230
6208,Vijayanagar,1180.0,2,86.0,2,220
6209,other,1800.0,3,85.0,3,230
6210,other,2008.0,3,170.0,3,230
6211,Kothannur,1240.0,2,39.85,3,145
6212,CV Raman Nagar,1020.0,2,55.0,2,53
6213,other,2095.0,3,142.0,3,230
6214,Gunjur,1362.0,3,62.63,3,85
6215,Yelahanka,694.0,1,30.84,1,226
6216,Vittasandra,1404.0,2,70.0,2,223
6217,Electronic City Phase II,1192.0,2,47.0,3,75
6218,Mahalakshmi Layout,1050.0,1,35.0,4,157
6219,Vittasandra,1259.0,2,67.48,2,223
6220,Kengeri,1000.0,2,34.0,2,135
6221,Rachenahalli,985.0,2,49.97,2,183
6222,Indira Nagar,850.0,1,60.0,1,108
6223,Uttarahalli,1650.0,2,50.0,3,216
6224,Ambedkar Nagar,1367.0,2,86.0,2,13
6225,Rajaji Nagar,1210.0,2,81.0,3,185
6226,other,1190.0,2,48.6,2,230
6227,Sarjapur,1175.0,2,42.0,2,193
6228,Whitefield,1140.0,2,40.0,2,224
6229,Hoskote,1095.0,2,33.6,2,103
6230,Gubbalala,1435.0,2,80.0,3,84
6231,Choodasandra,725.0,2,36.0,2,60
6232,other,1600.0,2,88.0,3,230
6233,Nehru Nagar,1674.0,3,90.0,3,174
6234,Kanakpura Road,1703.0,3,130.0,3,127
6235,Padmanabhanagar,1350.0,3,71.55,3,178
6236,Horamavu Agara,1145.0,2,41.21,2,98
6237,7th Phase JP Nagar,1100.0,3,60.0,2,6
6238,Sarjapur  Road,2425.0,5,201.0,4,194
6239,Kothanur,2700.0,4,175.0,4,146
6240,Kanakpura Road,1600.0,3,90.0,3,127
6241,Banashankari Stage II,1250.0,2,110.0,2,27
6242,Horamavu Agara,1250.0,4,100.0,4,98
6243,Laggere,620.0,2,48.0,1,152
6244,Raja Rajeshwari Nagar,1630.0,3,60.65,3,184
6245,Hennur Road,1020.0,2,45.0,2,96
6246,Hosakerehalli,1410.0,2,53.58,3,102
6247,Bhoganhalli,1181.7,2,100.0,2,43
6248,KR Puram,1200.0,4,83.0,4,115
6249,Banaswadi,1200.0,2,60.0,2,31
6250,Old Airport Road,1050.0,2,50.0,2,176
6251,Whitefield,1356.0,2,94.84,2,224
6252,Whitefield,1338.0,2,103.0,2,224
6253,other,500.0,1,20.0,1,230
6254,other,1280.0,2,100.0,3,230
6255,Raja Rajeshwari Nagar,1531.0,3,51.77,3,184
6256,Anekal,620.0,1,23.5,2,17
6257,8th Phase JP Nagar,1605.0,2,65.0,3,7
6258,Thanisandra,1917.0,3,110.0,3,209
6259,Sarjapur  Road,1400.0,3,55.0,3,194
6260,Thubarahalli,2625.0,3,175.0,3,211
6261,Hennur Road,2041.0,3,128.0,3,96
6262,Sarjapur  Road,2070.0,4,160.0,3,194
6263,Hebbal,1110.0,3,59.0,3,92
6264,other,1650.0,3,110.0,3,230
6265,Ambedkar Nagar,3565.0,4,255.0,4,13
6266,Varthur Road,1033.0,2,30.47,3,218
6267,HSR Layout,1142.0,2,65.0,2,89
6268,other,1500.0,2,75.0,3,230
6269,Electronic City Phase II,1502.0,3,50.0,3,75
6270,other,1176.0,2,45.0,3,230
6271,Hosa Road,1063.0,2,32.8,2,101
6272,Kammanahalli,1100.0,2,60.0,2,124
6273,other,1044.0,2,85.0,2,230
6274,6th Phase JP Nagar,1216.0,2,60.0,2,5
6275,other,1425.0,3,55.0,3,230
6276,Hosur Road,1345.0,2,108.0,2,104
6277,Bellandur,3600.0,4,245.0,4,40
6278,Uttarahalli,1025.0,2,35.88,2,216
6279,Lakshminarayana Pura,3050.0,2,90.0,3,153
6280,Kadubeesanahalli,1424.0,2,75.0,3,116
6281,other,1285.0,2,45.0,2,230
6282,Babusapalaya,1450.0,2,55.99,2,24
6283,Raja Rajeshwari Nagar,1160.0,2,70.0,2,184
6284,other,2000.0,2,95.0,3,230
6285,Uttarahalli,1125.0,2,47.65,2,216
6286,Old Madras Road,3900.0,4,175.0,4,177
6287,Raja Rajeshwari Nagar,1133.0,2,38.37,2,184
6288,Arekere,1240.0,2,60.0,2,20
6289,Devanahalli,1466.0,3,77.59,3,65
6290,Akshaya Nagar,1300.0,2,54.0,2,11
6291,Thanisandra,1996.0,4,123.0,3,209
6292,other,1320.0,2,55.0,3,230
6293,Sarjapur  Road,1435.0,3,90.0,3,194
6294,Rayasandra,1601.0,3,70.0,3,189
6295,Kadubeesanahalli,1257.0,2,93.0,2,116
6296,Iblur Village,3596.0,5,260.0,4,107
6297,Kasavanhalli,1309.0,2,95.0,2,130
6298,Yeshwanthpur,1362.0,2,100.0,2,229
6299,Whitefield,1115.0,2,55.0,2,224
6300,other,1322.0,2,61.99,2,230
6301,other,1450.0,2,65.0,3,230
6302,Banashankari,1185.0,2,67.0,2,26
6303,7th Phase JP Nagar,1790.0,3,120.0,3,6
6304,Whitefield,3450.0,4,208.0,3,224
6305,Devanahalli,775.0,1,39.0,1,65
6306,Hoodi,1000.0,2,48.0,2,97
6307,Thanisandra,1183.0,2,77.25,2,209
6308,other,425.0,1,15.0,1,230
6309,other,820.0,2,30.0,2,230
6310,Ramagondanahalli,1151.0,2,43.6,2,187
6311,Hulimavu,1320.0,2,59.0,3,105
6312,other,1450.0,3,68.0,3,230
6313,Hegde Nagar,1847.0,3,123.0,3,94
6314,Devanahalli,1020.0,2,49.87,1,65
6315,Somasundara Palya,1650.0,3,95.0,3,202
6316,Electronic City,2400.0,2,78.0,3,74
6317,Mysore Road,1360.0,3,47.6,3,166
6318,Brookefield,1089.0,2,49.0,2,51
6319,Yelahanka,1115.0,2,60.0,2,226
6320,Kudlu Gate,1215.0,2,45.0,2,148
6321,Sarjapur  Road,1194.0,2,51.0,2,194
6322,Kannamangala,1536.0,3,104.0,3,128
6323,Electronic City,1571.0,3,83.0,3,74
6324,other,900.0,1,70.0,2,230
6325,other,1517.0,2,125.0,2,230
6326,Budigere,664.0,1,35.4,1,52
6327,Devarachikkanahalli,1230.0,2,58.0,2,66
6328,Hegde Nagar,1340.0,2,72.0,2,94
6329,Sarjapur,1240.0,2,43.1,2,193
6330,Electronic City,1470.0,2,44.1,3,74
6331,Kanakpura Road,525.0,2,29.25,1,127
6332,other,1000.0,2,35.0,2,230
6333,Gunjur,1071.0,2,51.0,2,85
6334,Sector 2 HSR Layout,1512.0,3,80.0,3,196
6335,Kalyan nagar,1190.0,2,60.0,2,122
6336,Kanakpura Road,1283.0,2,63.22,2,127
6337,Mallasandra,1325.0,2,73.0,2,158
6338,Whitefield,1105.0,2,35.36,2,224
6339,Banaswadi,1600.0,3,74.5,3,31
6340,other,400.0,2,35.0,4,230
6341,Kanakpura Road,1150.0,2,41.145,2,127
6342,Hennur,1100.0,2,44.55,2,95
6343,Talaghattapura,2099.0,3,147.0,3,208
6344,Yelachenahalli,1365.0,2,72.0,3,225
6345,Hosur Road,1250.0,2,55.0,2,104
6346,Bellandur,1170.0,2,46.79,2,40
6347,Kanakpura Road,1328.0,2,91.06,2,127
6348,1st Phase JP Nagar,1180.0,2,88.5,2,1
6349,Electronic City,1350.0,3,66.0,3,74
6350,other,3602.0,4,280.0,4,230
6351,Nagasandra,2400.0,4,145.0,4,170
6352,Electronic City Phase II,1020.0,2,32.0,2,75
6353,Begur Road,1410.0,2,49.34,3,39
6354,other,2159.0,3,120.0,3,230
6355,TC Palaya,1200.0,2,66.0,3,207
6356,Whitefield,1074.0,2,42.79,2,224
6357,other,1200.0,3,72.0,3,230
6358,Sarjapur,1170.0,2,35.41,3,193
6359,Tumkur Road,1026.5,1,31.315,1,214
6360,Bommanahalli,1660.0,2,100.0,3,47
6361,other,510.0,1,34.0,1,230
6362,Mahadevpura,1601.0,3,95.0,3,156
6363,Begur Road,952.0,2,42.0,2,39
6364,other,1166.0,2,65.0,2,230
6365,Electronic City Phase II,1900.0,3,97.0,4,75
6366,other,2100.0,6,100.0,4,230
6367,Yelenahalli,1175.0,2,50.0,2,228
6368,Bharathi Nagar,1432.0,2,68.0,2,42
6369,Bommasandra Industrial Area,1005.0,2,39.77,2,49
6370,Rajiv Nagar,1309.0,2,80.0,2,186
6371,7th Phase JP Nagar,1050.0,2,77.0,2,6
6372,Begur Road,1565.0,2,56.34,3,39
6373,other,940.0,2,56.0,2,230
6374,other,1015.0,2,40.1,2,230
6375,Electronic City,1652.0,3,110.0,3,74
6376,Whitefield,1100.0,2,52.0,2,224
6377,Rajiv Nagar,2340.0,4,145.0,4,186
6378,Kammanahalli,1200.0,1,81.0,2,124
6379,other,1400.0,3,69.0,3,230
6380,Whitefield,1267.0,2,90.33,2,224
6381,Bhoganhalli,2439.0,4,185.0,4,43
6382,other,1645.0,3,95.0,3,230
6383,Electronic City,1320.0,2,38.12,3,74
6384,Ananth Nagar,1000.0,2,29.7,2,16
6385,Kengeri Satellite Town,2480.0,2,160.0,2,136
6386,Kalyan nagar,1086.0,2,44.5,2,122
6387,Kengeri,416.0,1,18.0,1,135
6388,Hennur Road,1066.0,2,52.23,2,96
6389,OMBR Layout,1730.0,3,93.0,3,175
6390,Balagere,1205.0,2,63.86,2,25
6391,Marathahalli,2500.0,5,175.0,4,161
6392,Subramanyapura,960.0,2,55.0,2,205
6393,Haralur Road,1510.0,3,83.05,3,90
6394,other,1600.0,4,90.0,4,230
6395,Old Madras Road,2300.0,3,142.0,3,177
6396,other,1000.0,2,63.0,2,230
6397,Hormavu,1553.0,2,58.23,3,100
6398,Seegehalli,1134.0,2,45.0,2,198
6399,Horamavu Agara,2400.0,3,80.0,5,98
6400,Whitefield,2400.0,4,143.0,4,224
6401,other,1350.0,2,65.0,2,230
6402,Sarjapur,1032.0,2,42.0,2,193
6403,other,1998.0,3,117.0,3,230
6404,Murugeshpalya,1225.0,2,48.0,2,165
6405,Sarjapur  Road,1262.0,2,67.0,2,194
6406,other,1300.0,2,60.0,2,230
6407,Kothannur,1070.0,2,38.6,2,145
6408,other,950.0,2,33.0,2,230
6409,Balagere,1012.0,2,53.58,2,25
6410,TC Palaya,1000.0,2,70.0,2,207
6411,Kadugodi,1394.0,2,56.0,2,117
6412,Amruthahalli,1450.0,2,85.0,3,14
6413,Banaswadi,527.0,1,35.0,1,31
6414,Sarjapur  Road,1693.0,3,125.0,3,194
6415,Horamavu Agara,1000.0,2,46.0,2,98
6416,Kogilu,952.0,2,49.0,2,142
6417,Mysore Road,1410.0,2,64.0,3,166
6418,Hebbal Kempapura,1400.0,2,108.0,2,93
6419,Chikka Tirupathi,3056.0,5,100.0,4,57
6420,Sarjapur  Road,1826.0,3,125.0,3,194
6421,Bisuvanahalli,1075.0,2,31.0,3,46
6422,Hennur,960.0,2,48.0,2,95
6423,Channasandra,808.0,2,40.0,2,56
6424,Kodichikkanahalli,907.0,2,38.5,2,138
6425,Uttarahalli,1300.0,2,55.0,2,216
6426,other,1804.0,3,150.0,3,230
6427,other,1350.0,3,81.0,3,230
6428,Whitefield,1836.0,3,125.0,3,224
6429,other,826.0,2,36.0,2,230
6430,6th Phase JP Nagar,1460.0,2,80.0,2,5
6431,BTM 2nd Stage,965.0,2,56.0,2,22
6432,Kothannur,2000.0,4,95.0,4,145
6433,Bhoganhalli,1395.0,2,70.0,3,43
6434,Sarjapur  Road,1660.0,3,116.0,3,194
6435,other,935.0,2,35.0,2,230
6436,other,1180.0,2,39.0,2,230
6437,Electronic City,1090.0,2,31.48,2,74
6438,Kanakpura Road,1204.0,2,82.0,2,127
6439,Thigalarapalya,2072.0,4,153.0,3,210
6440,Haralur Road,1056.0,2,65.0,2,90
6441,Hebbal,985.0,2,62.0,2,92
6442,Banashankari Stage V,1315.0,2,49.0,3,29
6443,KR Puram,734.0,2,22.0,2,115
6444,Kammanahalli,2900.0,4,200.0,4,124
6445,Yelahanka,2317.0,4,140.0,3,226
6446,Singasandra,600.0,1,45.0,1,201
6447,other,2200.0,3,115.0,4,230
6448,Attibele,400.0,1,11.5,1,21
6449,Yeshwanthpur,666.0,1,36.8,1,229
6450,7th Phase JP Nagar,1174.0,2,47.0,2,6
6451,Budigere,1153.0,2,56.7,2,52
6452,other,2400.0,5,85.0,5,230
6453,Sarjapur  Road,1060.0,2,50.0,2,194
6454,Banashankari,1000.0,2,50.0,2,26
6455,Kanakpura Road,1843.0,3,88.0,3,127
6456,Kanakpura Road,1150.0,2,40.25,3,127
6457,Kaval Byrasandra,1125.0,2,41.5,2,133
6458,Battarahalli,1516.0,3,65.0,3,37
6459,Brookefield,1130.0,2,56.0,2,51
6460,Iblur Village,3596.0,5,279.0,4,107
6461,Hosa Road,1512.0,3,103.0,3,101
6462,Thanisandra,1491.0,3,88.0,3,209
6463,Cox Town,1250.0,2,95.0,2,62
6464,Banashankari,1650.0,3,90.75,3,26
6465,Raja Rajeshwari Nagar,1140.0,2,48.7,2,184
6466,Thanisandra,1881.0,3,95.0,3,209
6467,Kanakpura Road,1100.0,3,56.57,3,127
6468,Iblur Village,2666.0,4,200.0,3,107
6469,other,1500.0,2,50.0,2,230
6470,Whitefield,1197.0,2,50.0,2,224
6471,other,2400.0,4,170.0,6,230
6472,Gollarapalya Hosahalli,1345.0,3,60.0,3,81
6473,KR Puram,1200.0,4,100.0,4,115
6474,Bannerghatta Road,3230.0,5,165.0,4,34
6475,Banashankari Stage II,1260.0,2,95.0,3,27
6476,Sarjapur  Road,2750.0,5,240.0,4,194
6477,9th Phase JP Nagar,1200.0,2,80.0,2,8
6478,other,1650.0,3,52.0,3,230
6479,other,600.0,1,45.0,1,230
6480,Hennur Road,973.0,2,56.0,2,96
6481,Balagere,1007.0,2,75.0,2,25
6482,Hosa Road,1107.5,1,39.99,1,101
6483,Sarjapur  Road,1830.0,3,119.0,3,194
6484,Nagavara,1077.0,2,50.0,2,171
6485,other,672.0,1,27.0,1,230
6486,other,1280.0,3,87.0,3,230
6487,Electronics City Phase 1,865.0,2,40.0,2,76
6488,Kalena Agrahara,1000.0,2,33.0,2,121
6489,CV Raman Nagar,1285.0,2,65.0,2,53
6490,Thanisandra,662.0,1,29.0,1,209
6491,Sarjapura - Attibele Road,3750.0,6,295.0,5,195
6492,other,1850.0,3,95.0,3,230
6493,Harlur,1754.0,3,132.0,3,91
6494,other,1567.0,3,100.0,3,230
6495,Hoskote,1695.0,3,50.0,3,103
6496,Bellandur,1150.0,2,69.44,2,40
6497,Karuna Nagar,1057.0,2,65.0,2,129
6498,Hebbal,1320.0,2,91.0,2,92
6499,other,1125.0,2,48.0,2,230
6500,Kanakpura Road,2254.0,3,170.0,3,127
6501,Balagere,645.0,1,34.18,1,25
6502,Rachenahalli,1050.0,2,52.08,2,183
6503,Panathur,1040.0,2,41.6,2,180
6504,1st Block Jayanagar,1760.0,3,115.0,3,0
6505,Whitefield,3596.0,3,200.0,3,224
6506,other,1365.0,3,54.0,3,230
6507,other,560.0,1,19.0,1,230
6508,Bellandur,1540.0,4,45.0,4,40
6509,Electronic City,1050.0,2,39.0,3,74
6510,Yelahanka,1653.0,3,93.0,3,226
6511,other,1471.0,2,75.0,3,230
6512,Kudlu Gate,812.0,2,38.25,2,148
6513,8th Phase JP Nagar,1504.0,2,83.0,3,7
6514,Mahadevpura,1450.0,3,75.0,3,156
6515,Kannamangala,957.0,2,54.5,2,128
6516,Attibele,460.0,1,13.0,1,21
6517,Budigere,1820.0,3,85.0,3,52
6518,Varthur Road,1033.0,2,32.0,2,218
6519,other,520.0,2,29.0,1,230
6520,OMBR Layout,1165.0,2,88.5,2,175
6521,Gottigere,1280.0,2,61.0,2,82
6522,Kanakpura Road,1550.0,3,65.1,3,127
6523,Jigani,1221.0,3,75.0,3,113
6524,other,1300.0,2,60.0,2,230
6525,Hoskote,1065.0,2,31.5,2,103
6526,Yelahanka New Town,1209.0,2,65.0,3,227
6527,Sarjapur  Road,1929.0,4,101.0,3,194
6528,Hennur Road,1255.0,2,84.0,2,96
6529,Jalahalli,1035.0,2,31.05,2,111
6530,Whitefield,1275.0,2,65.0,3,224
6531,Electronic City,1128.0,2,65.58,2,74
6532,Whitefield,1155.0,2,39.0,2,224
6533,Kengeri,1245.0,2,43.57,3,135
6534,Akshaya Nagar,1000.0,2,38.0,2,11
6535,7th Phase JP Nagar,1040.0,2,75.0,2,6
6536,other,1477.0,2,75.0,3,230
6537,other,1050.0,3,85.0,4,230
6538,Sarjapur  Road,1525.0,2,65.0,3,194
6539,other,2000.0,2,120.0,2,230
6540,other,1220.0,2,65.0,2,230
6541,Hebbal,2388.0,3,195.0,3,92
6542,Electronic City,1355.0,2,97.6,2,74
6543,Whitefield,1141.0,2,62.0,2,224
6544,Vijayanagar,1046.0,2,49.06,2,220
6545,Bannerghatta Road,630.0,1,35.0,1,34
6546,other,1247.0,2,62.35,2,230
6547,Marathahalli,3855.0,4,220.0,4,161
6548,other,850.0,2,32.5,2,230
6549,KR Puram,1120.0,2,36.0,2,115
6550,Jakkur,1798.0,3,110.0,3,110
6551,Bisuvanahalli,1180.0,2,45.0,3,46
6552,Kereguddadahalli,1000.0,2,34.0,2,137
6553,Whitefield,1216.0,2,82.0,2,224
6554,Margondanahalli,900.0,2,65.0,2,162
6555,TC Palaya,1100.0,2,65.0,2,207
6556,Whitefield,1495.0,3,88.0,2,224
6557,Kanakpura Road,1700.0,3,120.0,3,127
6558,Whitefield,1564.0,3,103.0,3,224
6559,other,1256.0,2,65.0,2,230
6560,Kundalahalli,1047.0,2,89.0,2,150
6561,Bhoganhalli,1458.0,3,78.45,3,43
6562,Hoodi,1063.0,2,61.17,2,97
6563,Garudachar Palya,1150.0,2,52.5,2,79
6564,Ramamurthy Nagar,1360.0,2,45.0,2,188
6565,Marathahalli,1605.0,3,76.0,3,161
6566,LB Shastri Nagar,1250.0,2,48.5,2,151
6567,Dommasandra,850.0,2,25.4,2,72
6568,Uttarahalli,980.0,2,45.0,2,216
6569,other,1428.0,2,70.0,3,230
6570,other,1130.0,2,74.0,2,230
6571,JP Nagar,2050.0,3,82.0,3,109
6572,other,1407.0,2,83.87,2,230
6573,Whitefield,1585.0,3,84.0,3,224
6574,Jakkur,1785.0,3,130.0,3,110
6575,other,900.0,2,45.0,2,230
6576,Kanakpura Road,1843.0,3,96.2,3,127
6577,other,1200.0,2,67.0,2,230
6578,Akshaya Nagar,1113.0,2,52.0,2,11
6579,Anekal,1150.0,3,45.0,3,17
6580,Kodichikkanahalli,1181.0,2,57.0,2,138
6581,Kanakpura Road,1550.0,3,64.7,3,127
6582,1st Phase JP Nagar,1200.0,2,86.0,2,1
6583,Lingadheeranahalli,1506.0,3,95.0,3,154
6584,other,1872.0,3,152.0,3,230
6585,Sarjapur  Road,2900.0,4,240.0,4,194
6586,Talaghattapura,1040.0,2,33.28,2,208
6587,other,1200.0,5,90.0,5,230
6588,Hennur,1020.0,2,48.0,2,95
6589,other,1400.0,3,90.0,3,230
6590,other,812.0,1,26.0,1,230
6591,other,829.0,2,22.8,2,230
6592,Kanakpura Road,1500.0,3,72.99,3,127
6593,Ananth Nagar,850.0,2,25.99,2,16
6594,Kaval Byrasandra,1180.0,2,60.0,2,133
6595,Channasandra,1010.0,2,36.0,2,56
6596,Marathahalli,1350.0,2,60.0,2,161
6597,Talaghattapura,1100.0,2,50.0,2,208
6598,Kanakpura Road,1450.0,2,62.93,3,127
6599,Raja Rajeshwari Nagar,1133.0,2,40.0,2,184
6600,Thanisandra,1564.0,3,100.0,3,209
6601,Thigalarapalya,2072.0,4,157.0,3,210
6602,Kanakapura,1460.0,2,51.1,3,126
6603,other,600.0,2,35.0,1,230
6604,other,700.0,2,35.0,2,230
6605,Yelahanka,654.0,1,38.0,1,226
6606,other,1105.0,2,50.0,2,230
6607,Hebbal Kempapura,1800.0,3,150.0,3,93
6608,other,1000.0,2,51.0,2,230
6609,other,1240.0,2,63.0,3,230
6610,Bellandur,1200.0,2,45.0,2,40
6611,Yelahanka New Town,1400.0,2,80.0,3,227
6612,other,1393.0,3,54.0,3,230
6613,Whitefield,1140.0,2,50.0,2,224
6614,other,1640.0,3,70.0,3,230
6615,other,1200.0,2,62.0,2,230
6616,Yelenahalli,1650.0,3,68.0,3,228
6617,Nagavara,2496.0,4,125.0,4,171
6618,9th Phase JP Nagar,905.0,2,32.0,2,8
6619,HAL 2nd Stage,1600.0,3,125.0,3,86
6620,Chikkalasandra,1070.0,2,45.48,2,59
6621,Koramangala,1200.0,2,100.0,2,144
6622,8th Phase JP Nagar,2600.0,4,115.0,4,7
6623,Old Airport Road,1145.0,2,75.0,2,176
6624,other,1495.0,3,55.0,3,230
6625,other,1400.0,3,53.0,3,230
6626,Whitefield,1558.0,3,90.0,3,224
6627,Balagere,1007.0,2,53.0,2,25
6628,Ananth Nagar,902.0,2,25.26,2,16
6629,other,1054.0,2,53.0,2,230
6630,Gollarapalya Hosahalli,996.0,2,49.0,2,81
6631,other,1275.0,2,47.0,2,230
6632,NRI Layout,1250.0,2,75.0,2,168
6633,Hennur,2502.0,4,170.0,4,95
6634,other,1394.0,2,52.0,2,230
6635,other,1075.0,2,57.0,2,230
6636,Indira Nagar,1500.0,3,120.0,3,108
6637,Rayasandra,1708.0,3,76.0,4,189
6638,other,1800.0,4,115.0,3,230
6639,Harlur,1532.0,2,65.0,2,91
6640,other,1220.0,2,54.89,2,230
6641,Hosa Road,840.0,2,28.0,2,101
6642,Bommanahalli,1250.0,4,39.0,3,47
6643,CV Raman Nagar,1030.0,2,35.0,2,53
6644,other,1499.0,3,89.0,3,230
6645,other,1280.0,2,55.0,3,230
6646,Munnekollal,1170.0,2,59.0,2,164
6647,Chikka Tirupathi,2646.0,3,99.0,3,57
6648,Yelahanka,1633.0,2,72.0,2,226
6649,other,1050.0,2,65.0,2,230
6650,Attibele,418.0,2,11.5,1,21
6651,other,905.0,2,50.0,2,230
6652,Raja Rajeshwari Nagar,1510.0,2,55.0,3,184
6653,Chikkalasandra,1390.0,2,60.47,3,59
6654,Kasturi Nagar,1101.0,2,66.0,2,131
6655,other,2736.0,4,130.0,4,230
6656,EPIP Zone,2350.0,4,163.0,3,73
6657,other,1056.0,2,55.0,2,230
6658,Kanakpura Road,1425.0,2,49.88,3,127
6659,Electronics City Phase 1,1450.0,3,70.0,3,76
6660,Pai Layout,1000.0,2,34.0,2,179
6661,Haralur Road,575.0,1,38.0,1,90
6662,other,1770.0,3,90.0,3,230
6663,Anandapura,616.0,3,45.0,2,15
6664,JP Nagar,745.0,1,34.27,1,109
6665,Kudlu Gate,1547.0,2,103.0,2,148
6666,Panathur,1713.0,3,120.0,3,180
6667,other,1152.0,2,57.0,2,230
6668,Dodda Nekkundi,1100.0,2,46.75,2,67
6669,other,2357.0,3,135.0,3,230
6670,Akshaya Nagar,1820.0,4,95.0,3,11
6671,Kannamangala,1865.0,3,139.0,3,128
6672,Kanakpura Road,1240.0,2,65.0,2,127
6673,Padmanabhanagar,1360.0,3,75.0,3,178
6674,ISRO Layout,4200.0,4,255.0,4,106
6675,Electronics City Phase 1,1450.0,2,63.51,3,76
6676,Budigere,1139.0,2,72.0,2,52
6677,Begur Road,1565.0,2,56.0,3,39
6678,other,1200.0,2,39.0,2,230
6679,Yeshwanthpur,1855.0,3,140.0,3,229
6680,Margondanahalli,1100.0,2,55.0,2,162
6681,other,1350.0,2,65.0,3,230
6682,Hosur Road,660.0,1,23.0,1,104
6683,Kambipura,1083.0,2,48.0,3,123
6684,Hennur Road,1232.0,2,83.0,2,96
6685,Raja Rajeshwari Nagar,1550.0,3,86.8,3,184
6686,Whitefield,1227.0,2,70.0,2,224
6687,Sarjapur  Road,1059.0,2,68.0,2,194
6688,Electronic City Phase II,545.0,1,29.0,2,75
6689,Mahadevpura,1152.0,2,54.0,2,156
6690,Kenchenahalli,870.0,1,45.0,2,134
6691,Panathur,1210.0,2,78.0,2,180
6692,Thanisandra,663.0,1,46.1,1,209
6693,Kadubeesanahalli,1365.0,3,80.0,3,116
6694,Whitefield,1704.0,3,120.0,3,224
6695,Whitefield,2190.0,2,60.55,3,224
6696,Whitefield,1256.0,2,73.0,2,224
6697,Kengeri,883.0,2,49.0,2,135
6698,Bisuvanahalli,1080.0,2,45.0,3,46
6699,other,497.0,1,25.0,2,230
6700,9th Phase JP Nagar,1073.0,2,52.36,2,8
6701,Rajaji Nagar,3000.0,6,250.0,6,185
6702,Thanisandra,662.0,1,45.0,1,209
6703,other,1200.0,2,75.0,2,230
6704,5th Phase JP Nagar,1550.0,3,75.0,3,4
6705,Banashankari,1310.0,2,80.43,2,26
6706,Sarjapur  Road,1577.0,3,65.0,3,194
6707,Kodigehaali,1324.0,3,65.0,3,139
6708,Kothanur,1786.0,2,106.0,3,146
6709,other,565.0,1,33.0,1,230
6710,Electronic City,635.0,1,28.0,1,74
6711,8th Phase JP Nagar,1368.0,2,54.71,3,7
6712,Kanakpura Road,1450.0,3,55.0,3,127
6713,Devanahalli,1045.0,2,48.0,2,65
6714,Electronic City,1128.0,2,65.4,2,74
6715,Bhoganhalli,1125.0,2,54.0,2,43
6716,Whitefield,1195.0,2,62.38,2,224
6717,Kaggadasapura,1350.0,2,105.0,3,118
6718,Domlur,1740.0,3,120.0,3,71
6719,Bommasandra,877.0,2,29.0,2,48
6720,Whitefield,1770.0,4,68.0,3,224
6721,Yelahanka New Town,450.0,1,15.0,1,227
6722,other,1000.0,2,55.0,2,230
6723,Whitefield,1300.0,2,78.0,2,224
6724,Doddathoguru,1300.0,2,42.0,3,70
6725,other,1045.0,2,42.0,2,230
6726,other,1250.0,2,62.4,2,230
6727,other,2400.0,4,130.0,3,230
6728,Kanakpura Road,1420.0,3,68.0,3,127
6729,other,1720.0,3,83.0,3,230
6730,Anandapura,1200.0,2,66.0,3,15
6731,Whitefield,1570.0,3,88.0,3,224
6732,Sarjapur  Road,1157.0,2,74.0,3,194
6733,Sarjapur,535.0,1,20.0,2,193
6734,Kanakapura,1120.0,2,39.2,2,126
6735,Kenchenahalli,1150.0,2,60.0,2,134
6736,Hebbal Kempapura,2400.0,5,200.0,5,93
6737,other,1100.0,2,70.0,2,230
6738,Kodichikkanahalli,900.0,2,42.0,2,138
6739,Talaghattapura,1372.0,2,43.9,3,208
6740,Chikka Tirupathi,4500.0,5,150.0,4,57
6741,Bisuvanahalli,1180.0,2,55.5,3,46
6742,Electronic City,1096.0,2,39.0,2,74
6743,Yeshwanthpur,2504.0,3,138.0,3,229
